111867,781,2007-04-24T19:10:00.000-07:00,14,52,0.269
111867,1416,2007-06-09T13:05:00.000-07:00,20,77,0.26
111867,5382,2008-08-21T19:10:00.000-07:00,33,130,0.254
111867,6678,2009-04-18T19:05:00.000-07:00,13,61,0.213
111867,10198,2010-05-28T19:10:00.000-07:00,23,91,0.253
111867,10213,2010-05-29T19:10:00.000-07:00,25,95,0.263
111867,10754,2010-07-08T19:05:00.000-07:00,31,112,0.277
111867,10768,2010-07-09T19:05:00.000-07:00,33,114,0.289
111867,10783,2010-07-10T19:05:00.000-07:00,34,113,0.301
111867,10921,2010-07-23T19:05:00.000-07:00,38,124,0.306
111867,10993,2010-07-28T13:10:00.000-07:00,39,122,0.32
111867,11375,2010-08-25T12:45:00.000-07:00,43,135,0.319
111867,11474,2010-09-01T19:10:00.000-07:00,43,135,0.319
111867,11659,2010-09-15T19:10:00.000-07:00,34,116,0.293
111867,11912,2010-10-03T13:10:00.000-07:00,34,115,0.296
111867,12321,2011-03-19T13:05:00.000-07:00,9,28,0.321
111867,13085,2011-05-10T19:05:00.000-07:00,28,100,0.28
111867,13313,2011-05-26T13:05:00.000-07:00,33,112,0.295
111867,13400,2011-06-01T19:10:00.000-07:00,35,117,0.299
111867,1457,2007-06-13T19:05:00.000-07:00,22,82,0.268
111867,1520,2007-06-17T20:05:00.000-07:00,24,90,0.267
111867,1584,2007-06-22T19:15:00.000-07:00,24,91,0.264
111867,1767,2007-07-05T13:05:00.000-07:00,23,94,0.245
111867,1803,2007-07-08T13:05:00.000-07:00,26,98,0.265
111867,1970,2007-07-22T13:05:00.000-07:00,25,96,0.26
111867,2735,2007-09-16T13:15:00.000-07:00,23,102,0.225
111867,2821,2007-09-22T18:15:00.000-07:00,30,113,0.265
111867,3027,2008-03-01T13:05:00.000-08:00,3,6,0.5
111867,317,2007-03-20T19:15:00.000-07:00,9,30,0.3
111867,3204,2008-03-12T13:05:00.000-07:00,9,31,0.29
111867,3289,2008-03-17T13:05:00.000-07:00,15,45,0.333
111867,4020,2008-05-11T13:10:00.000-07:00,18,78,0.231
111867,4283,2008-05-30T19:10:00.000-07:00,24,102,0.235
111867,4743,2008-07-02T19:10:00.000-07:00,16,76,0.211
111867,5095,2008-07-31T19:05:00.000-07:00,29,116,0.25
111867,5302,2008-08-15T19:10:00.000-07:00,33,123,0.268
111867,5358,2008-08-19T19:11:00.000-07:00,34,129,0.264
111867,5395,2008-08-22T19:10:00.000-07:00,33,129,0.256
111867,5425,2008-08-24T13:10:00.000-07:00,33,128,0.258
