,BA_per,A_HR_per,HBP_per,HRH_per,ISO_per,SLG_per,OBP_per,XBH_diff,TB_per,TOB_per,OPS_per,IP_per,FIP_per,BB9_per,K9_per,GBF_per,ERA_per,DICE_per,HR9_per,WHIP_per,KBB_per,home_team_wins
6230,6.179,-57.494,30.313,32.322,35.159,17.611,15.789,32.171,17.308,20.604,16.785,-7.712,23.142,17.02,25.191,0.0,54.887,-13.188,28.387,20.43,41.874,1
6231,7.597,-11.874,-11.99,3.262,11.568,9.121,9.205,9.319,8.406,10.382,9.158,-5.149,15.252,-3.811,1.659,0.0,4.793,-1.972,12.447,-0.053,36.039,1
6232,-2.583,-1.118,10.724,3.597,8.108,1.362,-2.938,12.593,2.616,-2.455,-0.496,0.395,26.143,33.076,20.74,0.0,7.959,12.384,12.808,28.99,40.787,1
6233,-11.033,36.603,18.529,-42.056,-20.3,-14.017,-4.022,-12.558,-23.298,-10.532,-9.349,-4.213,20.228,2.491,-7.794,0.0,-23.987,-0.934,3.797,2.269,39.246,0
6234,-1.173,-7.974,-16.119,8.459,-6.823,-3.191,-3.609,-16.74,-3.636,-4.975,-3.376,4.112,32.127,0.358,-9.304,0.0,41.018,3.723,-1.42,-0.078,31.899,0
6235,-6.368,-74.781,16.139,46.212,29.727,9.447,-1.532,17.45,6.702,-3.906,4.951,-5.884,-13.476,6.295,16.42,0.0,18.032,-1.781,5.614,5.836,47.681,1
6236,0.39,-1.172,26.481,0.772,-4.038,-1.385,4.598,-5.3,0.914,8.661,1.226,3.627,42.116,1.766,-11.401,0.0,-22.424,8.838,14.103,5.754,39.851,0
6237,-16.473,12.386,-79.99,2.012,-10.957,-14.496,-11.949,-17.89,-23.755,-21.365,-13.368,-11.72,35.446,19.901,7.444,0.0,16.657,9.832,18.905,18.586,37.954,0
6238,-5.022,14.234,-69.221,-11.019,-16.847,-9.083,-4.445,-23.005,-12.986,-8.19,-6.997,-1.616,-92.289,1.995,15.956,0.0,-10.345,-19.091,-11.015,-1.108,41.128,1
6239,5.836,-8.228,27.917,1.873,0.592,3.9,4.656,-4.58,2.713,3.532,4.231,0.412,28.726,0.342,3.761,0.0,11.637,11.95,20.801,5.404,41.267,0
6240,-6.15,-15.169,-11.755,18.204,8.22,-1.002,-5.114,1.724,-5.004,-9.342,-2.814,-7.749,38.786,0.627,-13.766,0.0,2.549,18.841,13.589,3.784,38.822,1
6241,-10.778,-11.438,59.469,18.998,7.599,-4.544,-4.513,8.974,-3.365,-2.291,-4.53,3.432,-23.986,3.066,1.503,0.0,-29.655,-4.878,-21.935,-2.136,50.095,1
6242,-3.788,-36.811,3.714,29.575,9.304,0.856,-7.993,-0.469,1.531,-10.357,-3.093,-2.58,-17.186,5.2,8.023,0.0,0.201,-2.082,-2.927,3.119,44.928,1
6243,-3.94,-1.662,-9.667,5.365,-6.2,-4.748,-4.101,-18.304,-12.743,-12.154,-4.46,-5.108,16.788,21.061,-6.667,0.0,16.261,-4.916,-12.53,11.904,27.388,1
6244,7.984,-6.653,28.01,-1.901,-0.706,5.051,6.81,1.277,8.745,11.005,5.833,11.444,-37.682,-15.282,-9.661,0.0,17.588,-6.849,-24.344,-17.184,45.0,0
6245,16.472,-50.951,4.555,20.684,28.041,20.412,15.268,25.424,23.438,19.848,18.131,-2.975,-17.748,15.845,18.848,0.0,19.733,-8.272,0.559,12.092,42.582,0
6246,1.712,1.899,34.625,-3.711,-5.483,-0.991,-2.818,-0.389,4.065,0.206,-1.78,8.485,-220.949,-13.027,18.865,0.0,-22.652,-27.134,-42.385,-18.843,49.002,1
6247,-9.094,-26.261,17.657,27.404,16.09,1.041,5.339,6.015,-4.998,5.178,2.97,-4.579,-15.585,-3.278,17.514,0.0,-17.093,-21.459,11.089,0.71,46.293,0
6248,7.447,15.147,46.677,-27.337,-17.105,-1.221,4.398,-15.891,0.84,5.861,1.234,4.831,-26.69,-20.781,-16.41,0.0,-35.068,0.322,-22.136,-20.124,40.33,1
6249,-4.331,0.457,0.01,3.712,-13.539,-7.528,-0.784,-28.095,-11.091,-2.306,-4.493,-4.224,-78.753,-29.276,5.268,0.0,-26.815,-6.592,-2.873,-22.868,49.364,1
6250,-9.499,11.751,36.852,-3.482,-11.314,-10.133,-4.827,-9.544,-14.489,-8.387,-7.722,-8.403,18.391,9.073,2.403,0.0,-65.901,5.263,9.856,9.26,47.513,1
6251,-9.308,10.879,35.145,-2.65,-11.184,-9.962,-4.774,-9.244,-14.098,-8.179,-7.605,-8.291,16.543,8.989,2.554,0.0,-66.039,4.747,8.726,8.926,48.077,1
6252,1.425,3.841,19.454,-5.498,-2.678,-0.094,2.823,-1.894,-0.993,2.479,1.198,-0.397,-171.531,-21.066,7.788,0.0,-43.864,-19.259,-10.816,-18.548,41.601,1
6253,2.797,-44.181,56.828,28.646,19.526,9.0,4.638,13.858,8.857,5.952,7.087,-0.193,32.204,-2.272,-9.02,0.0,16.453,9.293,11.439,1.11,37.462,0
6254,10.602,-57.989,0.01,29.195,32.052,18.883,9.817,28.322,21.624,13.809,14.958,-6.525,54.478,8.081,8.767,0.0,14.856,4.833,29.659,13.956,34.055,0
6255,-8.85,34.573,-75.99,-40.41,-27.98,-15.314,-8.696,-20.276,-18.027,-11.907,-12.329,1.948,-41.277,-32.716,-21.972,0.0,-16.811,-2.44,-23.369,-30.601,40.537,0
6256,-8.487,34.557,-67.99,-40.846,-27.137,-14.818,-8.421,-19.355,-17.549,-11.693,-11.937,1.971,-37.214,-31.913,-23.173,0.0,-16.963,-1.983,-23.381,-30.014,40.209,0
6257,-2.132,12.135,-66.657,-11.434,-23.937,-8.903,-2.661,-29.167,-11.387,-5.556,-6.072,-3.76,51.094,22.682,-3.823,0.0,-44.153,14.992,25.241,22.906,37.163,0
6258,-3.195,-19.046,2.951,18.601,12.709,3.832,-8.269,7.869,0.458,-15.497,-1.1,-7.174,-19.585,1.829,7.151,0.0,-2.521,-1.9,-3.361,-0.073,45.338,1
6259,-3.443,-36.319,3.714,29.086,8.824,0.889,-7.915,-1.402,1.418,-10.46,-3.037,-2.751,-16.598,6.459,8.759,0.0,0.194,-2.015,-2.68,4.153,44.604,1
6260,0.575,4.801,30.779,-5.651,-8.035,-2.656,-3.695,-3.557,1.244,-1.879,-3.104,7.058,-215.411,-13.003,19.497,0.0,-5.047,-26.832,-38.981,-18.404,49.543,1
6261,-4.457,-1.919,-6.24,6.071,-5.904,-4.976,-4.282,-18.222,-13.201,-12.465,-4.667,-4.659,14.925,20.183,-6.631,0.0,16.232,-5.368,-12.787,11.155,27.462,0
6262,7.525,-6.666,30.779,-1.382,-1.599,4.442,6.387,-0.424,8.027,10.442,5.308,11.334,-36.199,-14.163,-9.359,0.0,17.518,-6.711,-24.048,-16.262,45.138,1
6263,16.016,-48.452,4.555,19.787,27.444,19.904,14.861,25.21,22.919,19.368,17.667,-3.317,-14.867,16.349,19.093,0.0,19.576,-7.59,2.068,12.841,42.476,1
6264,-9.34,-23.441,17.657,25.912,14.779,0.305,5.081,5.344,-5.665,4.946,2.453,-5.029,-8.696,-1.63,17.169,0.0,-17.077,-19.497,13.345,2.544,46.084,1
6265,7.588,13.679,44.454,-25.362,-16.159,-0.794,4.357,-16.471,0.315,4.857,1.455,3.265,-23.279,-18.448,-16.263,0.0,4.527,0.84,-20.665,-18.325,40.03,1
6266,-3.698,-0.606,0.01,4.148,-13.098,-6.95,-0.409,-27.885,-10.347,-1.816,-4.006,-4.063,-83.353,-29.361,5.141,0.0,-27.195,-7.195,-4.39,-23.377,49.713,0
6267,1.406,4.051,19.454,-5.708,-3.345,-0.35,2.929,-2.299,-1.089,2.79,1.104,-0.196,-175.454,-22.645,7.123,0.0,-44.032,-19.366,-11.2,-19.824,41.68,1
6268,2.635,-45.099,55.824,29.216,19.383,8.879,4.176,14.498,10.049,6.683,6.824,1.022,36.879,0.607,-10.115,0.0,28.715,11.279,11.463,3.474,37.309,1
6269,11.523,-66.826,-4.157,32.248,34.643,20.42,10.31,29.433,22.457,13.526,16.037,-7.39,58.346,9.228,8.082,0.0,16.139,4.627,29.987,14.508,33.573,0
6270,-8.994,34.835,-67.99,-40.79,-28.337,-15.525,-8.643,-21.226,-18.466,-12.028,-12.42,1.998,-41.741,-33.537,-22.545,0.0,-17.117,-2.698,-23.7,-31.284,40.271,1
6271,-2.444,16.926,-66.657,-17.502,-29.221,-10.559,-2.823,-31.132,-11.928,-4.617,-7.034,-2.569,54.481,22.619,-3.543,0.0,-24.663,16.826,27.97,23.874,37.294,1
6272,-2.441,-18.185,2.951,17.404,12.594,4.198,-7.652,7.895,0.836,-14.675,-0.629,-6.866,-19.378,0.386,6.889,0.0,-2.565,-1.744,-2.616,-0.988,45.603,0
6273,11.897,-8.584,-12.49,-4.536,4.663,9.462,9.346,8.787,14.955,15.312,9.41,6.054,11.332,-6.433,-0.689,0.0,16.454,6.942,7.181,-2.188,43.96,1
6274,-4.264,31.587,30.779,-40.19,-37.72,-15.32,-4.7,-29.703,-15.866,-6.195,-10.442,8.123,-327.66,-24.779,11.946,0.0,1.891,-39.179,-60.534,-32.815,48.276,1
6275,-1.127,20.445,7.702,-24.297,-27.448,-9.842,-3.966,-22.944,-11.711,-7.073,-7.207,4.358,4.705,-6.281,-30.82,0.0,-9.668,1.427,-27.331,-11.428,34.41,1
6276,-0.279,8.417,25.01,-8.886,-6.091,-2.242,-3.059,-6.426,-5.787,-7.733,-2.601,-4.142,12.895,-1.968,0.774,0.0,2.621,10.466,12.049,1.538,46.678,1
6277,-1.44,7.768,-47.816,-6.882,0.018,-0.847,-5.355,4.422,-2.389,-9.02,-2.761,-3.02,-52.997,1.545,9.509,0.0,14.404,-13.764,-15.423,-2.974,45.484,1
6278,-9.161,-0.893,-13.626,9.207,-18.325,-11.987,-14.538,-23.034,-9.081,-15.57,-13.161,5.596,14.377,-20.38,-15.507,0.0,-39.696,12.008,6.4,-12.305,46.57,0
6279,2.26,-21.901,-21.729,16.069,16.606,7.729,-0.738,19.305,11.39,1.683,4.09,7.327,-21.54,-7.062,-1.632,0.0,-34.039,5.258,-5.177,-6.317,35.994,0
6280,11.096,28.366,-99.99,-57.03,-28.09,-1.333,-0.439,-15.487,2.87,-0.826,-0.929,-1.755,30.208,11.486,-17.548,0.0,-3.733,9.761,1.734,8.851,37.224,0
6281,0.71,18.862,-44.434,-24.129,-18.348,-5.513,0.385,-19.111,-6.674,-0.685,-2.864,-4.665,-48.229,-27.013,0.306,0.0,-36.957,1.526,-1.445,-21.233,49.928,0
6282,1.299,-3.17,-7.133,1.796,2.503,1.749,1.373,2.985,0.713,0.643,1.584,-2.4,-0.058,-8.899,-9.163,0.0,26.127,0.633,-1.888,-7.647,39.162,1
6283,-1.072,5.074,-47.816,-4.227,2.744,0.501,-5.314,8.333,0.544,-7.412,-1.95,-2.069,-58.615,3.098,10.781,0.0,16.08,-14.935,-19.275,-2.329,45.515,0
6284,-2.283,7.164,8.343,-5.311,0.386,-1.295,-0.129,-0.755,-8.134,-5.939,-0.777,-9.081,-130.17,14.67,6.104,0.0,-13.949,-27.224,-17.279,6.082,28.212,0
6285,1.033,-4.705,37.047,3.496,7.743,3.591,2.335,10.526,6.276,6.026,3.044,5.928,-28.212,7.386,5.967,0.0,-9.395,-8.153,-15.678,2.491,42.321,1
6286,6.593,45.658,-45.823,-97.014,-35.228,-8.309,4.99,-13.167,-6.078,7.421,-2.498,1.89,-27.659,-29.409,-11.342,0.0,10.124,-3.942,-10.525,-23.804,43.61,1
6287,-3.473,23.142,-39.12,-25.741,-10.214,-5.776,-4.463,-0.917,-3.8,-3.323,-5.186,2.692,-13.01,-15.905,-13.933,0.0,34.825,-0.843,-13.51,-14.929,37.658,1
6288,12.57,-11.278,-16.657,-2.791,5.182,10.081,10.152,8.824,15.515,16.173,10.113,5.882,8.326,-6.238,0.021,0.0,45.313,6.255,6.115,-2.325,44.67,0
6289,-3.452,30.592,29.64,-39.267,-36.27,-14.267,-4.201,-28.431,-14.685,-5.608,-9.648,8.204,-368.333,-24.352,12.578,0.0,1.96,-40.39,-62.184,-32.853,47.756,1
6290,-0.159,19.623,-34.99,-24.216,-19.283,-6.399,-0.359,-20.354,-7.878,-1.763,-3.681,-5.03,-43.447,-24.796,1.131,0.0,-36.065,2.137,0.128,-19.207,49.929,1
6291,11.404,-31.736,11.638,14.315,15.023,12.684,6.064,7.782,14.629,7.329,9.786,7.497,-85.106,-25.424,-0.886,0.0,-34.244,-12.16,-25.571,-25.123,49.107,1
6292,2.066,-6.176,-9.514,3.83,4.371,2.928,1.518,5.474,3.066,1.791,2.313,-0.586,-9.669,-8.589,-7.717,0.0,-19.546,-1.525,-7.027,-8.497,39.592,1
6293,-0.877,6.909,-43.99,-6.487,0.788,-0.201,-5.005,5.051,-1.748,-8.767,-2.246,-2.981,-54.037,2.566,9.808,0.0,14.408,-13.997,-16.642,-2.345,45.933,1
6294,0.997,-4.84,37.047,3.656,7.839,3.598,2.217,10.487,6.161,5.789,2.997,5.678,-25.722,7.869,5.237,0.0,-9.381,-7.522,-15.356,2.975,41.71,1
6295,1.983,-23.186,-16.657,17.179,17.296,7.831,-0.927,19.847,11.45,1.473,4.067,7.073,-25.266,-6.368,-1.271,0.0,-34.102,4.499,-6.187,-6.041,35.972,1
6296,-2.983,19.622,-54.535,-20.807,-7.96,-4.706,-4.637,-1.364,-3.953,-4.886,-4.675,2.3,-21.384,-16.344,-15.114,0.0,18.061,-2.011,-17.354,-16.608,37.656,0
6297,-0.183,20.857,11.121,-26.123,-28.758,-9.62,-3.104,-24.017,-10.907,-5.561,-6.69,4.333,11.351,-4.944,-31.84,0.0,20.442,2.692,-26.816,-10.054,34.353,1
6298,-0.607,8.252,22.591,-8.337,-5.855,-2.385,-3.286,-6.504,-6.286,-8.243,-2.781,-4.503,13.086,-1.267,1.479,0.0,2.891,10.542,12.28,2.149,46.102,0
6299,-8.779,2.722,-13.626,5.502,-19.134,-11.993,-14.27,-21.858,-8.935,-15.181,-13.038,5.704,18.221,-19.929,-16.621,0.0,-39.714,13.231,8.213,-11.34,46.085,0
6300,-3.257,6.841,8.343,-3.956,0.323,-1.934,-1.055,-1.504,-9.195,-7.415,-1.543,-8.783,-142.719,16.29,7.053,0.0,-13.633,-27.305,-17.645,7.453,28.255,1
6301,11.21,29.137,-88.225,-58.942,-29.325,-1.608,-0.313,-16.228,2.595,-0.726,-1.022,-0.762,30.955,11.212,-18.232,0.0,-3.694,10.171,1.779,8.672,37.129,0
6302,6.962,44.958,-45.823,-95.279,-33.2,-7.385,5.215,-11.661,-5.07,7.75,-1.882,1.708,-32.461,-29.043,-10.057,0.0,-25.782,-5.223,-11.666,-23.916,44.122,0
6303,2.712,-24.98,-3.836,17.757,17.716,8.422,-0.147,19.844,12.146,2.473,4.736,7.341,-21.439,-4.218,-2.915,0.0,36.542,5.111,-9.137,-5.096,35.229,0
6304,9.837,29.75,-112.49,-57.885,-31.253,-3.198,-1.59,-20.721,-1.272,-4.518,-2.47,-5.368,31.045,14.594,-17.214,0.0,-3.461,9.394,3.436,10.952,36.223,1
6305,7.115,47.36,-45.823,-104.528,-36.712,-8.392,5.464,-11.388,-4.716,9.166,-2.32,2.84,-29.553,-30.07,-10.967,0.0,39.811,-4.239,-11.698,-24.324,44.032,0
6306,-3.571,24.22,-39.12,-27.41,-10.283,-5.855,-4.356,0.457,-2.768,-2.058,-5.181,3.657,-9.337,-16.574,-15.81,0.0,-15.421,-0.375,-14.694,-15.397,37.859,1
6307,12.696,-14.968,-22.717,0.364,7.506,10.947,9.83,10.417,16.754,16.236,10.451,5.871,6.038,-5.415,0.268,0.0,17.047,4.926,4.295,-2.246,43.406,1
6308,1.443,1.749,34.625,-3.271,-5.511,-1.169,-3.171,-0.775,3.717,-0.38,-2.033,8.576,-222.824,-11.836,19.276,0.0,-22.6,-27.14,-42.115,-17.854,48.746,1
6309,8.231,15.909,46.677,-29.589,-18.23,-1.058,5.211,-15.83,2.022,7.709,1.683,6.006,-30.946,-22.223,-16.594,0.0,2.709,-0.453,-24.867,-21.527,40.786,1
6310,-3.895,0.356,3.581,3.407,-13.084,-7.079,-0.322,-27.358,-10.74,-1.884,-4.034,-4.59,-86.284,-28.935,6.765,0.0,-26.815,-7.834,-2.513,-22.56,49.647,0
6311,-1.231,5.44,17.867,-4.466,-4.221,-2.251,-3.989,-4.839,-5.356,-8.339,-3.013,-4.012,13.198,-3.296,-0.621,0.0,-33.847,11.158,11.951,0.57,46.998,1
6312,-2.588,22.805,7.702,-26.272,-30.353,-11.813,-5.167,-25.217,-13.619,-8.37,-8.838,3.465,9.975,-2.3,-31.777,0.0,-29.557,2.68,-27.481,-8.419,33.566,1
6313,2.132,-44.473,56.828,29.275,18.958,8.375,4.438,12.5,8.045,5.698,6.646,-0.193,29.876,-3.096,-8.81,0.0,16.279,8.425,10.421,0.203,37.651,1
6314,-9.017,32.439,-75.99,-35.767,-25.278,-14.546,-8.714,-18.919,-17.282,-11.917,-11.922,1.929,-46.131,-32.882,-22.456,0.0,-16.395,-3.411,-26.014,-31.443,40.382,0
6315,1.092,-5.345,-7.133,4.026,3.52,1.999,1.312,2.632,-0.069,-0.446,1.699,-3.852,-0.888,-9.119,-8.634,0.0,1.884,0.228,-0.437,-7.73,39.65,0
6316,-8.389,-3.268,-13.626,10.663,-16.777,-10.975,-13.935,-18.033,-4.88,-11.57,-12.336,8.652,6.218,-22.479,-14.492,0.0,-61.186,9.535,-0.12,-15.037,46.52,0
6317,-7.368,-8.858,-18.172,14.444,-14.529,-9.588,-13.596,-17.486,-3.38,-11.198,-11.426,8.667,1.47,-21.052,-12.381,0.0,-1.656,8.09,-2.492,-14.741,46.31,0
6318,1.787,-11.147,37.047,8.391,9.991,4.909,2.962,11.985,7.997,6.978,4.062,6.132,-35.778,5.964,7.981,0.0,-80.163,-9.499,-15.929,1.346,43.659,1
6319,-3.523,7.061,5.566,-3.934,0.469,-2.04,-1.175,-0.76,-9.05,-7.344,-1.655,-9.907,-110.817,16.639,5.473,0.0,13.409,-26.09,-17.691,7.415,27.399,0
6320,1.155,-7.171,37.047,5.601,8.624,3.991,2.468,11.236,6.915,6.383,3.328,5.736,-29.421,8.25,7.269,0.0,-9.395,-8.53,-15.442,3.242,42.626,0
6321,10.022,29.122,-112.49,-56.81,-31.795,-3.112,-1.553,-21.461,-1.017,-4.321,-2.405,-5.568,29.059,13.298,-17.035,0.0,11.082,8.928,2.615,9.806,36.899,1
6322,8.305,45.291,-35.99,-99.347,-33.48,-6.413,6.594,-9.253,-2.423,10.69,-0.701,2.467,-42.23,-31.051,-11.302,0.0,25.457,-7.625,-16.977,-26.558,43.639,0
6323,13.277,-11.18,-17.381,-3.72,6.0,10.852,10.331,10.042,16.664,16.677,10.62,5.871,9.599,-5.014,0.767,0.0,28.943,5.997,6.686,-1.356,43.624,0
6324,-2.834,33.001,28.01,-45.142,-37.844,-14.281,-4.037,-25.98,-13.017,-3.994,-9.58,9.05,-317.282,-22.153,11.985,0.0,17.232,-37.915,-62.492,-30.776,47.619,0
6325,1.691,17.206,-42.095,-22.86,-15.468,-3.949,1.994,-15.948,-5.321,1.076,-1.28,-4.809,-52.838,-31.551,-0.655,0.0,-62.121,0.685,-1.233,-24.475,49.788,0
6326,11.925,-33.228,13.646,14.774,15.509,13.199,6.634,8.846,15.906,8.846,10.328,8.476,-104.344,-26.304,1.139,0.0,9.385,-14.893,-30.098,-26.517,49.638,0
6327,-1.511,20.536,7.702,-23.969,-27.668,-10.201,-4.422,-23.043,-11.947,-7.509,-7.613,4.225,8.65,-5.27,-32.788,0.0,-9.668,2.501,-27.154,-10.638,34.037,1
6328,-0.137,5.37,20.01,-5.531,-4.202,-1.514,-3.1,-4.819,-4.565,-7.369,-2.21,-3.961,13.026,-2.943,-0.273,0.0,-33.876,10.897,11.823,0.814,46.599,1
6329,2.734,-43.751,19.365,28.479,20.348,9.18,5.269,17.343,10.352,7.613,7.427,-2.903,3.204,2.83,-2.18,0.0,-1.936,-10.0,-3.571,1.211,35.067,1
6330,2.545,10.546,-55.162,-14.71,-6.345,-0.77,1.843,-15.702,-8.55,-5.075,0.378,0.01,-108.152,-46.977,-12.398,0.0,-27.347,-13.917,-17.626,-41.667,45.864,1
6331,1.895,-4.571,30.566,2.524,-4.407,-0.342,1.38,-12.442,-1.301,0.709,0.421,3.478,16.638,-15.617,-14.897,0.0,-14.573,6.139,-0.105,-11.781,40.323,0
6332,-7.804,-71.664,35.724,45.966,22.941,3.334,-4.131,13.043,3.055,-3.932,0.06,5.772,-76.634,-4.948,9.506,0.0,16.778,-14.304,-32.187,-10.897,50.657,1
6333,1.387,-56.54,16.139,35.22,21.428,8.848,0.694,13.566,11.604,3.384,5.28,-0.749,51.901,-13.63,-7.703,0.0,-27.089,11.576,24.231,-1.893,35.111,1
6334,-4.002,-28.343,47.51,25.083,-0.33,-2.675,-3.454,-15.625,-5.686,-6.732,-3.014,1.306,-39.057,18.949,2.484,0.0,10.215,-14.208,-27.02,8.218,31.15,1
6335,6.128,7.933,-54.157,-15.71,-8.195,1.136,0.677,-6.226,2.283,0.097,0.934,-5.963,0.589,11.27,2.124,0.0,8.198,-2.963,-4.267,7.24,39.314,0
6336,-10.619,-5.627,-9.514,14.419,-14.877,-11.935,-9.582,-18.378,-10.07,-8.994,-10.845,6.028,3.035,-23.284,-10.73,0.0,-13.143,3.989,1.02,-15.001,42.806,0
6337,2.247,-11.974,40.01,8.64,-0.089,1.477,2.983,-6.667,2.668,5.226,2.16,6.449,-210.186,-12.271,18.701,0.0,-17.196,-34.829,-33.827,-17.809,48.263,1
6338,3.897,-24.963,48.728,16.73,15.497,8.275,3.663,15.017,12.168,8.186,6.288,2.824,16.528,11.119,-8.478,0.0,1.37,3.815,-7.86,7.394,41.338,0
6339,4.599,9.405,-123.519,-15.704,-8.568,0.126,-3.055,-7.95,0.609,-6.371,-1.304,1.462,13.306,19.243,-18.081,0.0,-14.326,1.59,-26.191,9.586,35.549,1
6340,5.382,-22.107,42.232,13.444,8.86,6.755,2.542,6.786,9.744,4.875,4.934,-4.771,-64.13,4.563,16.439,0.0,37.041,-16.638,-25.04,-1.783,51.269,0
6341,-4.854,22.36,-121.419,-22.835,-22.669,-10.731,-9.424,-21.875,-11.091,-13.038,-10.14,-5.489,45.436,14.548,3.563,0.0,-43.935,8.614,17.365,15.19,37.014,0
6342,-6.189,-0.524,27.788,6.321,5.41,-2.046,1.055,5.738,-3.92,1.899,-0.641,-5.172,-18.608,13.512,6.978,0.0,-19.006,-9.769,-21.218,6.181,54.509,0
6343,-6.229,-25.427,0.01,24.949,8.863,0.523,-8.902,-6.646,-6.413,-19.485,-3.284,-10.506,-9.419,-4.513,6.415,0.0,-10.991,6.059,12.259,-1.966,47.003,0
6344,1.805,7.409,-22.212,-9.988,-3.036,0.09,1.806,3.861,3.944,6.09,0.851,5.688,-28.184,4.062,4.655,0.0,-29.617,0.0,-16.363,0.737,44.629,1
6345,-4.476,28.903,-31.808,-34.625,-20.451,-9.933,-8.501,-3.361,-6.884,-8.055,-9.299,2.313,39.643,13.151,-6.368,0.0,-65.425,12.068,4.588,11.925,36.721,0
6346,-3.699,44.015,-20.823,-72.246,-39.813,-15.009,-4.613,-15.668,-12.375,-3.118,-10.231,4.153,-25.041,4.185,2.622,0.0,-1.516,-8.083,-12.412,1.531,34.684,1
6347,0.377,-28.648,45.724,21.974,14.288,5.698,3.672,12.319,8.427,8.3,4.804,0.371,-17.774,-13.35,13.773,0.0,-27.345,-7.933,10.437,-6.401,52.459,1
6348,-5.48,30.154,-41.166,-35.73,-24.887,-11.97,-6.404,-17.209,-13.986,-9.247,-9.458,-6.456,66.317,5.321,-10.956,0.0,-22.027,30.118,37.947,14.71,40.711,0
6349,4.045,14.538,-181.24,-21.946,-12.264,-1.722,1.168,-14.108,-7.379,-4.922,-0.448,0.21,-20.862,-31.132,-21.738,0.0,-7.951,0.764,-9.816,-26.942,45.127,0
6350,1.372,-1.622,-46.657,0.227,-2.422,0.124,3.32,-3.125,0.1,3.902,1.568,-8.532,8.591,10.726,13.228,0.0,27.315,1.243,13.786,11.19,42.882,1
6351,-0.364,-20.327,28.135,17.195,14.336,5.028,-1.296,14.118,6.386,-0.784,2.27,5.192,58.304,18.551,-10.731,0.0,-0.912,21.462,9.069,16.653,33.718,0
6352,10.626,-20.013,22.232,6.764,18.132,13.108,7.771,19.481,15.195,9.808,10.731,-1.087,43.306,27.632,-5.443,0.0,35.12,16.77,17.4,24.561,37.336,0
6353,-0.13,-2.717,30.313,2.772,-0.88,-0.4,0.968,-6.148,-1.845,0.01,0.206,-4.65,12.775,-53.164,-11.498,0.0,0.586,11.975,23.389,-29.462,44.741,1
6354,-12.032,14.233,34.221,-4.068,-5.277,-9.535,-1.529,-1.562,-12.963,-1.335,-5.882,3.205,15.18,-12.018,-2.155,0.0,-23.378,-5.984,12.206,-4.527,41.186,1
6355,0.638,60.729,-15.99,-156.28,-68.985,-21.492,2.145,-38.356,-21.101,3.666,-10.644,4.59,12.372,-9.241,-14.069,0.0,-117.453,3.099,-2.12,-7.114,40.796,1
6356,4.892,2.077,-9.667,-7.376,11.002,7.145,7.841,22.383,10.154,12.61,7.455,1.557,-175.695,4.531,11.164,0.0,-1.739,-26.626,-24.012,-0.874,38.761,1
6357,0.449,-33.344,45.724,24.668,15.96,6.402,3.77,12.364,8.24,7.506,5.244,-0.172,-21.416,-15.918,12.739,0.0,-59.04,-8.489,10.009,-8.625,52.459,0
6358,-5.906,32.898,-49.99,-40.713,-27.632,-13.094,-6.482,-17.209,-13.823,-8.084,-10.1,-5.534,66.402,5.624,-12.04,0.0,0.0,30.172,36.685,14.647,40.836,1
6359,4.385,-51.122,18.76,30.793,24.71,11.855,6.769,21.014,12.25,8.513,9.585,-3.465,-46.715,0.859,-0.221,0.0,-40.362,-15.443,-9.957,-1.919,35.417,1
6360,1.202,-6.596,-57.133,5.046,0.404,0.938,3.067,-1.77,0.813,3.5,1.896,-8.081,-4.409,5.679,13.007,0.0,-17.402,-0.601,11.021,6.645,44.768,0
6361,0.39,-18.999,28.135,15.637,14.122,5.391,-0.611,14.961,7.773,1.094,2.768,6.094,56.615,18.741,-9.171,0.0,29.688,21.0,9.005,16.974,33.672,0
6362,9.125,-22.362,22.232,10.066,18.688,12.314,6.123,20.259,15.304,8.899,9.561,-0.901,42.178,28.389,-6.261,0.0,35.872,16.071,13.785,24.485,37.079,1
6363,-13.323,14.055,31.589,-2.669,-4.405,-10.004,-2.172,-1.176,-13.682,-2.162,-6.431,3.769,8.71,-16.501,-2.092,0.0,-21.201,-7.52,10.641,-7.987,41.842,1
6364,1.929,61.551,-24.99,-165.205,-70.947,-20.955,2.773,-39.545,-20.357,4.311,-10.054,5.333,7.496,-13.263,-16.721,0.0,-65.519,2.38,-5.527,-11.005,41.311,0
6365,3.587,-28.189,-7.133,19.087,23.037,11.654,5.956,26.97,16.263,12.477,9.248,5.818,1.308,6.347,-1.166,0.0,19.121,-3.531,-8.635,3.676,40.692,1
6366,2.821,19.657,-131.569,-28.081,0.979,2.171,2.94,14.583,5.079,6.221,2.507,-1.731,16.272,-22.579,-2.74,0.0,-12.841,0.482,15.572,-10.77,37.608,1
6367,-12.013,2.258,-46.144,8.667,-2.308,-8.209,-5.788,-5.323,-10.257,-6.549,-7.144,-0.571,33.719,7.893,8.835,0.0,-14.614,11.877,29.872,13.883,52.264,0
6368,10.189,39.881,-117.637,-85.213,-29.429,-0.975,2.806,-17.703,-2.027,-0.085,0.763,-4.636,13.744,-7.646,10.57,0.0,0.215,9.757,25.478,1.182,57.46,1
