,BA_per,A_HR_per,HBP_per,HRH_per,ISO_per,SLG_per,OBP_per,XBH_diff,TB_per,TOB_per,OPS_per,IP_per,FIP_per,BB9_per,K9_per,GBF_per,ERA_per,DICE_per,HR9_per,WHIP_per,KBB_per,home_team_wins
0,-48.847,-111.11,0.0,68.182,18.787,-15.038,0.0,0.0,-21.419,20.01,0.0,28.581,-1789.9,-880.0,-100.0,-1.333,-39.999,0.0,-180.0,-530.008,70.0,1
1,12.643,0.0,0.0,0.0,35.255,17.873,0.0,0.0,15.395,25.01,0.0,0.01,0.0,0.0,-20.0,-0.667,0.0,0.0,0.0,0.0,0.0,0
2,0.0,-50.0,0.0,33.333,23.065,10.345,0.0,0.0,10.355,28.581,0.0,25.01,2633.458,-266.667,-13.333,-2.0,-39.999,0.0,-100.0,-211.113,64.706,0
3,65.697,0.0,0.0,0.0,59.928,64.706,0.0,0.0,70.598,52.951,0.0,16.677,0.0,10.0,-140.0,-1.667,0.0,0.0,0.0,0.0,37.5,1
4,-88.179,0.0,0.0,0.0,-56.802,-76.471,0.0,0.0,-87.49,-114.276,0.0,0.01,0.0,60.0,-266.667,0.167,0.0,0.0,0.0,0.0,18.182,1
5,49.661,0.0,0.0,0.0,0.0,63.095,0.0,0.0,66.677,46.677,0.0,33.343,0.0,-100.0,-12.5,-1.625,0.0,0.0,0.0,0.0,133.333,1
6,1.01,0.0,0.0,0.0,-154.114,-21.212,0.0,0.0,-42.847,-8.323,0.0,0.01,0.0,-20.0,50.0,0.0,0.0,0.0,0.0,0.0,120.0,0
7,-27.834,0.0,0.0,0.0,68.569,22.039,0.0,0.0,17.251,-57.885,0.0,-19.99,0.0,69.697,-18.056,0.451,0.0,0.0,0.0,0.0,23.529,0
8,-55.077,35.526,0.0,0.0,-66.994,-60.272,0.0,0.0,-3.323,14.825,0.0,46.164,-75.938,-147.619,18.75,0.455,-71.428,0.0,-85.714,-85.715,114.286,1
9,23.956,0.0,0.0,0.0,0.0,40.86,0.0,0.0,44.454,33.343,0.0,9.101,0.0,-98.0,6.923,-0.444,-49.997,0.0,0.0,0.0,81.818,0
10,-38.869,0.0,0.0,0.0,-315.721,-78.571,0.0,0.0,-114.276,-33.323,0.0,14.296,0.0,-250.0,22.222,0.886,-16.666,0.0,0.0,0.0,150.0,1
11,5.553,0.0,0.0,0.0,-199.548,-23.81,0.0,0.0,-23.8,-3.694,0.0,8.343,0.0,1.818,20.0,0.567,0.0,0.0,0.0,0.0,81.818,1
12,32.02,0.0,0.0,0.0,84.855,54.688,0.0,0.0,50.01,0.01,0.0,0.01,0.0,66.667,40.0,0.0,0.0,0.0,0.0,0.0,33.333,0
13,7.243,-115.624,0.0,50.0,33.0,20.887,0.0,0.0,-70.578,-119.99,0.0,-149.99,31.764,60.0,-10.0,0.608,52.727,0.0,40.0,44.001,36.364,0
14,-14.28,0.0,0.0,0.0,-156.884,-40.26,0.0,0.0,-63.626,-28.561,0.0,-8.323,0.0,-38.462,35.385,-1.188,0.0,0.0,0.0,0.0,42.857,0
15,-46.42,0.0,0.0,0.0,-295.028,-146.061,0.0,0.0,-179.99,12.51,0.0,0.01,0.0,-100.0,-11.111,-0.143,0.0,0.0,0.0,0.0,40.0,1
16,-22.795,-114.285,0.0,62.0,24.152,-1.333,0.0,0.0,-8.561,6.26,0.0,5.566,452.946,-154.118,-22.824,-1.0,-39.999,0.0,-111.765,-142.018,41.379,0
17,2.777,25.714,0.0,-38.462,-57.026,-21.154,0.0,0.0,-34.99,-21.419,0.0,16.677,42.069,40.0,1.818,0.7,-20.0,0.0,20.0,31.429,22.222,1
18,14.699,0.0,0.0,0.0,43.096,24.183,0.0,0.0,11.121,-33.323,0.0,-24.99,0.0,60.0,73.333,-0.071,20.0,0.0,0.0,0.0,100.0,1
19,53.746,0.0,0.0,0.0,69.548,57.46,0.0,0.0,60.01,31.044,0.0,16.677,0.0,28.0,-86.667,-0.889,-19.997,0.0,0.0,0.0,42.857,0
20,4.76,-109.999,0.0,50.0,52.36,28.571,0.0,0.0,25.01,12.51,0.0,0.01,-999.95,-100.0,-10.0,0.0,0.0,0.0,-100.0,-100.001,54.545,0
21,-44.212,0.0,-99.99,0.0,22.708,-14.478,0.0,0.0,-11.101,0.01,0.0,14.296,0.0,-366.667,-29.63,-0.167,-16.666,0.0,0.0,0.0,40.0,0
22,-20.217,0.0,0.0,0.0,-155.602,-41.108,0.0,0.0,-65.375,-33.323,0.0,-11.101,0.0,-50.0,36.471,-0.414,0.0,0.0,0.0,0.0,41.667,0
23,-3.254,21.311,0.0,-23.077,-29.955,-16.033,0.0,0.0,-21.729,-11.101,0.0,0.01,43.59,28.571,5.882,-1.216,0.0,0.0,25.0,27.273,31.25,1
24,8.576,47.794,0.0,-109.524,-35.661,-7.042,0.0,0.0,-11.755,3.135,0.0,16.677,58.261,4.0,-13.333,0.733,-20.0,0.0,40.0,14.286,47.059,0
25,20.709,-122.58,0.0,43.333,28.099,23.457,0.0,0.0,14.825,0.01,0.0,-11.101,-311.425,28.0,55.0,0.22,20.0,0.0,-80.0,18.182,88.889,1
26,41.442,29.206,0.0,-141.27,-28.62,22.582,0.0,0.0,26.933,28.899,0.0,11.775,76.14,27.879,-94.286,0.04,-20.0,0.0,15.0,24.445,29.167,1
27,-25.525,-120.588,0.0,63.889,18.388,-6.435,0.0,0.0,-17.381,-24.99,0.0,0.01,400.013,-16.667,-11.765,0.04,0.0,0.0,-100.0,-28.572,36.842,0
28,-44.285,-235.82,-299.99,79.365,18.101,-14.347,0.0,0.0,-27.99,-33.323,0.0,0.01,314.288,-133.333,16.667,-0.207,-16.666,-94.595,-200.0,-150.001,46.667,1
29,-7.314,-49.091,0.0,37.5,16.151,3.117,0.0,0.0,27.788,25.01,0.0,33.343,-238.57,-100.0,25.0,0.438,-31.25,0.0,-181.25,-96.154,109.091,0
30,-12.61,-113.114,0.0,58.333,26.99,2.244,0.0,0.0,-4.157,-47.049,0.0,0.01,-20.0,60.0,-11.111,-0.524,0.0,0.0,-100.0,33.334,20.0,1
31,-39.995,-16.384,0.0,38.636,-1.833,-20.928,0.0,0.0,-111.101,-114.276,0.0,-45.445,-6.25,19.792,18.75,0.6,37.778,0.0,31.25,14.063,53.846,1
32,32.427,81.98,0.0,-721.429,-81.544,-4.46,0.0,0.0,5.892,31.439,0.0,0.01,-12.5,7.143,-64.286,-0.371,-119.996,0.0,-100.0,-6.25,56.522,0
33,-9.269,63.775,0.01,-152.632,-53.307,-21.297,0.0,-83.333,-75.748,-56.24,0.0,-41.166,-128.24,-112.5,-50.521,0.404,-39.999,15.152,-6.25,-92.262,44.118,1
34,-29.509,48.529,0.0,-50.0,-48.919,-37.619,0.0,0.0,-41.657,-33.323,0.0,23.82,26.5,-64.062,-45.066,0.09,-29.23,12.088,12.5,-43.182,47.619,0
35,-35.525,-53.968,-99.99,52.083,0.667,-20.155,0.0,0.0,7.51,7.702,0.0,13.053,-388.747,-38.0,19.848,-1.5,-33.333,0.0,-130.0,-47.857,52.174,1
36,1.541,-37.113,0.0,25.926,18.954,9.794,0.0,0.0,-23.674,-13.879,0.0,-10.516,224.944,-65.873,2.564,-0.1,16.0,0.0,-171.429,-93.878,39.286,0
37,-7.784,70.106,0.0,-210.345,-85.721,-25.8,0.0,0.0,-12.811,0.01,0.0,26.933,20.543,-207.895,-42.792,0.375,12.605,0.0,-9.474,-82.456,37.5,1
38,17.095,-183.211,0.0,57.407,36.418,22.962,0.0,0.0,45.465,29.835,0.0,27.283,0.0,11.607,-44.375,0.309,55.554,0.0,0.0,0.0,42.857,0
39,-30.866,-49.813,0.01,49.0,26.692,-2.088,0.0,0.0,-14.696,-9.667,0.0,0.01,45.946,0.0,37.931,-0.9,-115.907,0.0,60.0,20.0,55.556,0
40,-20.753,-65.614,0.01,50.0,3.388,-10.412,0.0,0.0,-37.133,-73.067,0.0,-28.561,-51.111,32.593,22.222,0.185,35.714,0.0,-94.444,17.647,72.222,1
41,-2.693,-62.295,0.0,40.0,15.266,3.557,0.0,0.0,-56.512,-71.419,0.0,-63.626,40.416,-22.222,-28.333,0.29,48.148,32.895,59.259,-3.889,66.667,1
42,8.223,0.0,0.0,0.0,91.261,35.237,0.0,0.0,42.51,16.226,0.0,21.063,74.15,-26.667,-26.667,-0.221,59.999,0.0,68.333,-4.314,61.905,1
43,0.544,45.736,50.01,-85.294,-59.663,-18.894,0.0,0.0,3.236,10.724,0.0,35.304,4427.702,-54.545,22.727,0.847,-99.998,0.0,-363.636,-76.624,75.0,0
44,25.764,-12.268,50.01,-20.0,13.394,21.134,0.0,0.0,46.885,23.923,0.0,34.625,-1480.34,-110.294,-25.952,0.368,37.254,0.0,-307.843,-120.916,78.571,0
45,8.895,-5.376,0.0,-4.167,-10.706,2.537,0.0,0.0,-54.044,-23.067,0.0,-46.657,672.742,43.182,49.495,0.635,-151.996,0.0,-104.545,26.574,50.0,1
46,-6.36,70.989,0.0,-224.074,-83.766,-35.417,0.0,0.0,-37.49,-4.99,0.0,-4.99,36.034,19.8,-54.195,0.04,-46.153,0.0,-19.048,13.044,47.059,0
47,14.908,20.735,-90.899,-48.272,-7.863,7.521,6.166,1.227,9.178,6.302,6.912,6.809,10.279,-16.946,-24.981,-0.053,14.841,12.061,-3.53,-13.837,48.585,1
48,-1.553,-30.797,22.232,24.715,21.75,7.959,7.769,17.0,6.753,10.877,7.876,-3.621,-18.117,-16.347,0.328,0.392,33.053,-11.168,1.683,-12.155,51.716,1
49,3.933,2.246,46.522,-6.487,-4.255,0.972,8.993,1.571,6.184,16.329,4.625,4.971,46.178,16.181,-3.392,-0.295,52.273,10.716,24.706,18.429,47.475,0
50,4.946,-19.929,-4.535,12.277,17.358,9.938,2.6,24.664,16.002,8.953,6.745,18.632,-18.112,-26.812,2.1,-0.195,-99.137,-3.953,-1.062,-18.632,67.062,1
51,1.969,-33.933,-31.24,23.835,13.138,6.075,-0.983,6.593,6.677,-1.91,2.987,4.2,88.546,-5.526,-35.86,-0.097,24.192,40.314,52.905,12.692,39.27,1
52,-3.314,-22.123,-3.216,20.743,9.694,2.272,-4.065,1.389,0.553,-6.5,-0.421,-8.373,58.375,-2.46,-4.686,0.136,35.114,21.187,42.96,11.536,42.585,0
53,-0.397,-9.307,33.343,8.877,12.752,4.805,3.786,13.408,3.496,4.591,4.35,-4.472,19.597,9.759,3.62,0.013,15.984,3.558,12.657,10.121,45.833,0
54,1.216,12.767,-14.99,-16.047,2.648,1.76,-1.053,5.114,-0.24,-4.675,0.53,0.559,-102.624,-12.928,-0.066,0.129,-66.53,-13.84,-46.258,-19.064,53.285,1
55,1.368,46.4,25.01,-89.154,-17.712,-4.845,-1.647,5.114,-4.12,-2.042,-3.394,-10.455,15.176,6.798,-21.572,-0.238,-48.56,11.31,-10.412,3.033,49.881,1
56,9.947,-6.199,-42.847,-4.568,14.662,11.676,5.678,22.936,13.316,6.915,9.055,5.709,6.351,-35.467,-20.281,0.125,-36.907,7.475,4.872,-24.085,45.102,0
57,-9.814,-23.607,5.892,26.331,14.814,-0.128,-4.354,19.024,4.65,1.342,-1.983,6.822,-24.378,-7.855,-0.41,0.052,39.567,-7.593,-14.247,-8.534,46.919,0
58,-5.434,-110.962,-49.99,55.042,37.487,13.227,-8.867,24.783,10.515,-14.976,4.223,3.458,72.262,-14.233,-55.524,0.033,7.511,39.85,45.709,0.932,48.18,0
59,-12.612,5.691,18.192,5.846,-4.136,-9.409,-8.039,-9.259,-18.912,-17.765,-8.795,-16.76,-19.674,30.048,24.154,0.121,4.455,-19.92,1.049,21.608,41.772,0
60,-12.534,7.171,18.192,4.278,-4.859,-9.647,-8.006,-9.202,-19.025,-17.587,-8.91,-16.81,-19.066,29.924,24.678,0.123,4.483,-19.454,2.627,21.884,41.439,1
61,-2.378,-135.899,14.296,58.594,34.858,13.572,-1.4,24.569,18.457,3.897,7.245,11.759,41.39,5.412,0.572,0.022,9.845,17.299,28.368,12.103,49.127,1
62,8.194,33.215,-4.338,-63.105,-7.093,3.511,-1.879,3.226,1.336,-7.694,1.073,-1.94,-60.533,14.34,16.046,0.014,29.354,0.203,-23.165,7.403,48.492,1
63,15.643,13.735,-74.99,-37.428,-2.995,9.434,6.921,4.678,11.16,7.218,8.314,7.212,1.25,-17.403,-26.159,-0.047,14.789,9.033,-11.477,-16.017,47.917,1
64,-1.372,-28.866,22.232,23.451,21.06,7.722,7.935,16.337,6.218,10.91,7.815,-3.012,-18.168,-18.215,0.271,0.386,32.871,-10.949,2.933,-13.314,52.913,1
65,3.555,4.998,47.737,-9.142,-5.897,0.152,9.026,0.521,5.152,16.257,4.202,4.894,48.12,14.912,-4.104,-0.268,52.194,11.51,26.847,18.001,47.277,1
66,5.697,-22.563,-4.535,13.479,18.625,10.919,3.308,25.439,16.825,9.599,7.617,18.807,-23.829,-28.186,1.481,-0.196,-99.041,-5.53,-5.362,-20.609,66.57,1
67,2.681,-35.913,-37.49,24.396,14.07,6.842,-0.239,7.568,7.561,-0.925,3.738,4.142,85.681,-7.145,-35.517,-0.112,24.258,38.981,51.661,10.983,40.299,1
68,-3.324,-22.813,-6.442,21.196,9.604,2.237,-4.849,0.905,0.646,-7.663,-0.764,-8.595,57.715,2.621,-4.484,0.142,34.571,21.57,41.303,14.194,42.083,1
69,-1.187,-7.811,33.343,8.333,11.107,3.66,3.181,11.173,2.166,3.771,3.445,-4.962,22.045,10.497,4.086,0.031,16.098,4.378,14.285,11.088,45.701,0
70,2.503,12.772,-14.276,-17.587,2.054,2.336,-0.258,4.52,0.621,-3.699,1.198,0.552,-99.633,-11.605,1.131,0.123,-66.264,-13.811,-45.232,-17.781,53.753,1
71,2.765,45.093,25.01,-87.305,-16.605,-3.562,-0.629,6.077,-2.66,-0.926,-2.236,-9.107,14.891,6.12,-23.257,-0.224,-48.467,11.417,-10.974,2.293,49.412,1
72,9.25,-6.212,-42.847,-3.751,13.206,10.707,5.518,20.455,12.143,6.7,8.438,5.608,2.977,-37.406,-19.473,0.123,-36.565,6.419,4.663,-25.386,45.951,0
73,-9.698,-23.055,5.566,25.922,14.193,-0.298,-3.909,18.66,4.457,1.84,-1.884,6.712,-24.79,-9.904,-1.282,0.06,39.344,-7.701,-14.003,-10.026,47.086,0
74,-5.518,-108.562,-49.99,54.561,36.559,12.736,-8.901,23.377,10.01,-14.97,3.912,3.16,71.921,-13.829,-54.714,0.052,7.415,39.574,45.22,1.205,47.881,0
75,6.008,10.149,34.793,-18.411,-6.474,1.405,4.631,5.97,7.678,10.7,2.867,7.454,8.188,2.1,-16.037,-0.072,14.645,-0.047,-11.419,-0.277,49.333,0
76,-4.04,-57.557,-12.49,38.997,14.254,2.618,-7.267,6.915,5.59,-6.846,-1.724,7.557,41.343,-18.631,-20.941,0.046,18.155,23.554,29.327,-3.356,50.123,0
77,15.744,11.965,-9.081,-34.827,5.059,12.37,11.671,15.47,16.157,15.987,12.047,1.077,-126.636,13.616,14.115,0.114,-12.778,-27.103,-57.781,3.448,47.666,1
78,2.781,-90.227,-38.879,45.927,17.417,8.049,4.298,-0.556,10.053,7.813,6.379,8.257,-15.197,-37.052,14.994,-0.084,25.817,-3.694,21.112,-18.979,65.831,1
79,-9.768,-7.914,33.343,15.583,5.658,-3.922,1.504,-1.807,-8.269,0.57,-1.468,-12.049,17.626,7.394,14.454,0.043,16.664,4.131,24.743,10.761,52.758,0
80,-6.614,11.517,-22.212,-6.003,-6.813,-6.697,-4.959,-11.058,-13.014,-10.549,-5.935,-9.449,-51.552,-12.167,1.684,0.312,0.263,-22.656,-16.423,-14.002,50.457,0
81,-5.943,-36.071,56.26,30.633,17.245,3.97,-1.162,1.333,-3.932,-7.74,1.793,-15.978,45.494,22.929,10.971,-0.104,31.525,11.693,37.033,25.717,39.955,0
82,6.423,-51.768,-9.081,29.586,27.036,15.236,3.741,27.197,19.292,8.134,10.377,15.434,0.025,-15.774,12.268,-0.152,-108.071,5.904,16.747,-6.231,67.529,1
83,-7.698,35.072,43.488,-43.004,-21.333,-11.951,-9.831,-10.0,-13.297,-13.11,-10.998,-0.535,-69.871,14.043,21.525,0.01,30.392,-4.819,-20.178,7.937,51.07,0
84,6.862,12.956,31.828,-23.352,-7.534,1.618,5.155,6.122,7.984,11.374,3.226,7.315,10.853,1.638,-15.177,-0.078,15.336,0.915,-8.256,0.098,49.095,0
85,-7.609,34.286,45.843,-41.41,-21.888,-12.115,-9.6,-10.909,-13.49,-12.811,-10.989,-0.796,-55.998,14.266,20.433,0.009,31.22,-3.357,-16.369,8.431,49.61,0
86,2.73,8.422,14.296,-12.262,-6.129,-0.6,-0.53,-18.889,-7.193,-8.838,-0.569,-0.256,-69.077,0.761,-8.418,-0.033,-50.194,-9.737,-48.148,-9.06,43.29,1
87,-5.212,-31.811,8.343,27.894,9.825,0.425,-3.695,-1.765,0.01,-4.083,-1.41,4.836,74.492,7.125,-18.612,-0.223,41.619,28.013,36.321,13.77,41.86,1
88,-1.187,0.99,17.401,0.185,5.081,1.203,-3.935,10.938,2.191,-3.925,-1.027,-3.181,-41.565,-11.04,-1.646,0.099,-35.11,-1.402,-21.164,-12.794,51.282,1
89,4.924,-21.574,33.343,13.484,21.186,11.425,7.643,19.731,6.684,5.01,9.76,-2.146,-29.63,-9.827,-0.091,-0.104,-41.656,-8.062,-2.867,-9.384,46.0,1
90,-1.966,-81.415,-21.419,45.941,31.262,12.42,-2.528,25.0,13.66,-1.862,6.32,8.3,23.649,-5.439,-47.305,0.011,18.265,18.625,-4.619,-5.227,47.126,1
91,-8.73,36.172,45.843,-44.087,-24.638,-13.733,-10.186,-13.855,-15.747,-13.793,-12.143,-0.784,-49.836,13.301,20.265,0.01,31.9,-2.155,-12.073,8.336,49.364,0
92,3.634,8.633,14.296,-13.578,-5.364,0.273,0.274,-16.94,-6.018,-7.576,0.273,0.27,-73.705,-0.757,-8.868,-0.057,-50.269,-10.033,-49.003,-10.409,43.376,0
93,-5.297,-32.047,12.01,28.081,11.109,0.842,-3.353,0.571,0.25,-3.733,-1.029,4.531,73.624,5.971,-17.55,-0.225,41.628,27.167,36.524,12.9,42.348,1
94,-2.813,5.002,4.555,-2.384,2.997,-0.632,-0.995,3.012,-6.931,-6.921,-0.795,-15.214,-7.186,14.476,15.825,-0.068,-15.517,-4.641,12.173,11.907,45.011,0
95,-0.024,0.928,17.401,-0.912,5.828,2.218,-3.011,12.563,3.135,-3.044,-0.044,-2.601,-39.958,-11.521,-2.387,0.118,-35.128,-1.249,-20.973,-13.174,50.917,1
96,5.651,-22.876,33.343,13.741,21.264,11.857,8.254,19.469,7.379,5.939,10.27,-2.65,-36.126,-10.649,0.82,-0.096,-41.568,-9.626,-4.013,-10.275,46.429,1
97,-1.414,-83.354,-21.419,46.221,31.792,13.022,-2.129,25.424,14.395,-1.304,6.846,8.661,20.354,-5.923,-47.97,-0.01,18.251,17.339,-8.011,-6.461,47.285,1
98,5.595,7.474,34.793,-14.486,-4.547,1.829,4.547,7.246,7.932,10.525,3.057,7.571,5.171,0.981,-17.067,-0.083,14.34,-1.164,-14.482,-1.816,49.241,0
99,-4.446,-60.438,-12.49,40.325,14.964,2.605,-7.148,6.878,5.308,-6.869,-1.688,7.417,39.426,-20.064,-21.207,0.018,18.114,22.499,28.145,-4.824,50.605,1
100,3.744,-85.577,-38.879,44.017,16.551,8.302,5.104,-1.093,10.063,8.461,6.877,8.386,-15.185,-38.376,15.2,-0.087,25.747,-3.606,22.089,-19.514,65.741,0
101,-9.815,-4.283,36.374,12.681,3.777,-4.678,1.803,-3.012,-9.151,0.842,-1.737,-12.094,20.44,6.629,14.438,0.061,16.628,5.039,27.087,10.797,52.955,0
102,-7.498,16.056,-22.212,-10.815,-11.592,-9.146,-5.174,-15.166,-16.13,-10.992,-7.402,-9.009,-36.254,-14.533,1.863,0.302,0.32,-18.712,-7.039,-13.513,50.901,1
103,-6.489,-35.788,56.26,30.845,16.997,3.524,-1.892,0.881,-4.498,-8.868,1.225,-16.036,46.326,24.703,11.079,-0.11,31.247,12.235,36.804,26.84,39.735,0
104,6.724,-49.608,-9.081,28.338,26.518,15.146,4.372,26.971,19.111,8.896,10.576,15.667,-1.38,-19.055,12.083,-0.155,-108.227,5.502,17.553,-8.411,69.143,0
105,3.366,10.017,14.296,-15.005,-6.706,-0.362,0.259,-18.378,-6.719,-7.527,-0.089,0.522,-73.92,-1.49,-7.775,-0.069,-48.785,-9.891,-46.202,-10.486,43.789,0
106,-5.488,-33.877,12.01,29.192,11.812,1.032,-3.604,0.565,0.128,-4.367,-1.031,4.198,71.991,7.023,-18.861,-0.222,41.641,26.925,34.573,13.259,42.149,0
107,-0.065,2.215,17.401,-2.199,5.295,1.988,-2.748,11.94,2.76,-2.866,-0.062,-2.304,-37.458,-12.699,-2.591,0.104,-35.17,-0.816,-18.736,-13.641,50.901,0
108,-1.692,-80.282,-21.419,45.455,31.016,12.519,-2.531,24.583,13.837,-1.801,6.393,8.553,20.921,-4.847,-47.643,0.011,18.195,17.504,-7.921,-5.647,46.563,0
109,-4.273,-61.489,-12.49,40.615,15.069,2.75,-6.809,6.283,5.319,-6.623,-1.457,6.799,36.79,-19.705,-19.013,0.019,18.094,21.173,26.915,-4.942,50.962,1
110,15.245,18.442,-9.081,-44.676,2.034,11.089,11.582,14.973,14.885,16.006,11.317,0.785,-99.831,11.926,14.787,0.098,-13.028,-23.734,-43.193,3.616,48.317,1
111,3.064,-72.02,-38.879,40.029,14.416,7.11,4.866,-2.151,8.701,8.102,6.108,8.489,-11.056,-39.757,15.533,-0.069,25.424,-2.261,25.058,-19.357,67.278,1
112,-7.539,16.786,-199.99,-11.744,-34.059,-16.408,-17.478,-38.71,-15.021,-22.266,-16.883,6.26,-8.48,-9.851,-13.439,-0.158,-32.205,10.714,-15.894,-10.454,51.493,1
113,15.073,-11.347,-88.879,-5.755,18.747,16.436,10.896,38.732,30.72,26.269,14.026,17.779,13.89,-20.577,-8.25,0.004,-0.452,5.804,5.146,-11.602,49.787,1
114,-9.56,-1.234,-87.49,9.841,2.785,-4.629,-6.19,0.935,-5.91,-7.904,-5.318,-11.606,1.526,12.327,11.115,0.032,-96.477,-1.971,2.262,10.407,54.582,1
115,1.579,-19.322,-127.263,14.848,15.654,7.104,-2.939,15.108,6.407,-5.942,2.769,-0.863,-6.244,-2.806,-0.384,0.052,-58.291,-1.159,-3.745,-3.033,58.091,1
116,0.304,52.64,43.76,-111.791,-40.929,-13.769,-3.077,-11.111,-10.095,-1.607,-8.942,1.98,23.873,20.202,-17.867,-0.309,-38.591,9.322,-14.761,13.684,43.498,1
117,-5.446,-45.932,23.087,35.015,15.975,2.939,2.148,2.885,-2.682,-1.126,2.587,-6.942,4.309,9.938,18.967,-0.082,33.383,-3.077,20.104,11.228,53.036,0
118,-21.201,-20.156,0.01,31.338,-0.944,-13.658,-15.912,-16.832,-17.588,-21.788,-14.676,-5.704,41.441,3.222,6.067,0.128,32.971,8.306,31.579,8.845,46.831,0
119,3.97,17.845,10.01,-26.755,-11.113,-1.826,-2.396,-2.655,-0.376,-3.294,-2.076,-0.471,-11.346,-2.983,-11.256,0.156,-80.502,-5.0,-18.182,-6.292,46.484,0
120,-2.37,-42.241,27.283,31.325,25.081,9.281,-0.21,27.206,13.983,5.22,5.234,3.614,25.337,26.73,9.986,0.173,4.771,5.255,10.035,22.998,45.291,1
121,-14.309,22.637,35.304,-13.075,-19.721,-16.003,-16.919,-11.828,-16.657,-21.625,-16.42,6.171,-4.434,-0.871,6.103,-0.131,37.407,13.077,6.351,0.582,49.206,1
122,11.848,-99.911,-8.323,43.252,35.531,20.659,8.778,25.243,22.737,11.196,15.407,9.269,-38.422,-6.436,8.601,0.191,5.801,-8.377,-16.883,-7.285,54.067,1
123,6.704,14.449,-66.657,-25.293,-13.87,-0.971,3.115,-5.357,5.776,8.177,0.848,1.041,-20.173,16.83,-17.548,0.194,31.993,-14.906,-54.687,2.761,51.489,0
124,-10.194,-15.938,25.01,21.729,-0.34,-6.906,-11.729,0.0,-1.398,-8.461,-9.038,4.793,-2.461,13.866,13.702,0.113,-28.604,8.743,-4.699,11.181,53.774,0
125,15.328,-19.197,-88.879,0.912,20.57,17.289,11.135,37.671,30.998,26.021,14.623,17.752,1.382,-20.564,-9.054,-0.022,-0.493,2.476,-4.684,-14.018,49.18,1
126,1.558,40.818,18.192,-71.647,-32.996,-10.419,2.017,-13.084,-9.681,3.027,-4.72,-3.525,-126.829,16.511,19.972,-0.021,-8.287,-34.76,-33.734,7.439,43.966,0
127,3.669,19.689,-4.99,-29.261,-12.819,-2.614,-3.549,-3.509,-0.942,-4.731,-3.026,0.01,-3.939,0.0,-11.111,0.143,-80.238,-1.573,-15.152,-3.205,47.308,0
128,-1.604,-48.301,33.343,33.634,27.493,10.756,-0.51,28.777,14.928,4.128,5.963,3.067,24.319,30.32,10.369,0.135,4.619,4.41,6.454,24.933,43.966,1
129,-0.446,-14.696,8.343,13.2,4.305,1.13,0.691,13.115,7.873,7.689,0.93,11.364,-52.511,-2.181,1.822,-0.076,-8.619,-13.931,-27.713,-5.287,49.02,1
130,13.065,-90.387,-18.172,39.579,41.356,24.226,9.647,44.444,32.687,19.856,17.925,14.841,8.756,-0.397,-2.14,0.001,4.187,5.915,-7.744,1.193,55.14,1
131,5.105,-77.506,-14.276,40.632,16.968,9.491,8.101,1.754,12.377,12.895,8.868,-4.99,30.672,20.53,8.883,0.212,68.938,6.611,23.968,20.802,63.317,0
132,-1.714,-15.196,15.395,14.655,3.07,-0.141,-0.001,10.656,6.281,6.84,-0.077,11.824,-53.055,-3.814,0.73,-0.035,-8.434,-13.941,-28.207,-6.687,50.0,1
133,12.851,-74.623,-8.323,34.286,38.864,23.016,10.805,42.759,31.3,21.014,17.697,14.825,10.676,-8.034,-5.605,0.01,3.736,6.502,-2.762,-3.431,56.696,0
134,-2.254,24.035,-39.99,-28.737,-22.301,-9.743,-6.511,-12.037,-5.295,-4.836,-8.307,13.226,-90.098,-4.605,-10.258,-0.126,2.765,-21.67,-90.95,-20.407,52.459,0
135,4.953,-78.862,-28.561,41.176,17.133,9.528,7.81,2.459,12.064,12.3,8.762,-4.868,24.971,18.8,11.212,0.206,68.301,4.423,21.086,18.831,65.025,0
136,-10.067,-91.067,-88.879,52.451,26.819,4.676,-0.585,14.679,4.151,0.945,2.347,-4.844,27.631,6.673,-6.332,0.005,-88.81,10.761,7.435,6.822,47.079,1
137,-2.912,29.336,25.01,-37.51,-31.742,-13.812,2.28,-37.273,-21.607,-2.571,-6.744,-8.135,-53.44,10.514,31.004,0.121,11.27,-25.574,-7.464,5.798,61.856,1
138,-7.141,12.996,62.51,-7.274,-3.354,-5.691,-0.053,-12.977,-20.239,-11.38,-3.173,-17.041,17.463,23.853,13.642,-0.138,-6.322,-3.056,16.815,20.392,43.929,1
139,-10.752,-8.328,25.01,16.653,-4.005,-8.503,-12.745,-3.03,-3.701,-10.311,-10.374,5.095,4.221,15.861,14.843,0.123,-28.096,10.745,0.338,13.642,53.488,0
140,1.141,7.282,25.01,-9.099,-15.223,-5.016,2.241,-15.385,0.01,7.499,-1.737,2.325,-30.421,13.322,12.695,0.03,7.253,-14.061,-16.818,7.69,45.49,0
141,0.994,-44.405,0.01,30.055,22.099,9.968,2.923,17.483,14.07,8.772,6.982,8.485,-2.686,24.359,4.449,0.147,-19.607,-3.799,-18.564,14.265,45.57,1
142,1.989,5.984,30.01,-8.525,-1.226,0.752,-1.304,7.692,6.701,4.027,-0.15,11.478,-23.424,-18.011,-36.562,0.202,-44.182,2.844,-55.097,-23.038,47.458,1
